,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Cluster10
0,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006
